Sentence,True_label,Pred_label,Pred_conf_score,Int1,Int2,Int3,flag_3_match,flag_1_match,len_of_uttr
how do i transfer securities to a charity,I want to make a charitable donation,I want to make a charitable donation,0.8359112933910526,I want to make a charitable donation,I want to set up a transfer,I need to gift shares from my Fidelity account,1,1,8
how does charitable trust work?,I want to make a charitable donation,I want to make a charitable donation,0.7199912595815814,I want to make a charitable donation,How do I open a trust account?,I need to change the ownership of a personal account,1,1,5
how many qualified charitable distributions if have two ira,I want to make a charitable donation,I want to make a charitable donation,0.9125125030087122,I want to make a charitable donation,Is this activity taxable?,I have questions about two-factor authentication,1,1,9
how to do a qualified charitable contribution from the rmd,I want to make a charitable donation,I want to make a charitable donation,0.9595968861532491,I want to make a charitable donation,I have a question about my contributions,I have a question about RMD,1,1,10
how to do qcd,I want to make a charitable donation,I want to make a charitable donation,0.7763650601618742,I want to make a charitable donation,I have a question about my beneficiaries,I need help downloading my account information to software,1,1,4
how to make a charitable contribution from rmd,I want to make a charitable donation,I want to make a charitable donation,0.9727053773507485,I want to make a charitable donation,I have a question about my contributions,I have a question about RMD,1,1,8
how to make a qcd online,I want to make a charitable donation,I want to make a charitable donation,0.8618000121825106,I want to make a charitable donation,How do I make a trade?,How do I open an account?,1,1,6
how to set up a qcd,I want to make a charitable donation,I want to make a charitable donation,0.8809634126600923,I want to make a charitable donation,How do I open an account?,How do I register my new account?,1,1,6
how to set up a qualified charitable distribution,I want to make a charitable donation,I want to make a charitable donation,0.942603453498232,I want to make a charitable donation,How do I register my new account?,I need information about automatic withdrawals,1,1,8
how to set up qcd for my annual rmd,I want to make a charitable donation,I want to make a charitable donation,0.8303490403103984,I want to make a charitable donation,I need information about automatic withdrawals,I have a question about RMD,1,1,9
i need to make a qualified charitable distribution,I want to make a charitable donation,I want to make a charitable donation,0.9422480678741257,I want to make a charitable donation,I want to set up a withdrawal,Is this activity taxable?,1,1,8
i need to process a qcd,I want to make a charitable donation,I want to make a charitable donation,0.8927035297961436,I want to make a charitable donation,I'm getting divorced,What is Fidelity's mailing address?,1,1,6
i need to take an rmd -- is it possible to direct the money to charity?,I want to make a charitable donation,I want to make a charitable donation,0.8655450989938801,I want to make a charitable donation,I have a question about RMD,How do I set up direct deposit?,1,1,16
i want to add a qualified charitable distribution to rmd.,I want to make a charitable donation,I want to make a charitable donation,0.9376106239817866,I want to make a charitable donation,I need information about automatic withdrawals,I have a question about RMD,1,1,10
i want to have my minimum distribution sent to a charitable recepient.  how can i set this up,I want to make a charitable donation,I want to make a charitable donation,0.8259054030045289,I want to make a charitable donation,I need information about automatic withdrawals,I have a question about RMD,1,1,19
i want to make a charitable contribution out of my ira,I want to make a charitable donation,I want to make a charitable donation,0.9573296390121696,I want to make a charitable donation,I have a question about my contributions,I want to set up a withdrawal,1,1,11
i want to make a charitable donation from my ira,I want to make a charitable donation,I want to make a charitable donation,0.9722812085648344,I want to make a charitable donation,I want to set up a withdrawal,I have questions about rollovers,1,1,10
"i want to make a charitable donation, what is the process?",I want to make a charitable donation,I want to make a charitable donation,0.9688571777677548,I want to make a charitable donation,I want to set up a withdrawal,I have a question about Billpay,1,1,11
i want to make a qcd from ira,I want to make a charitable donation,I want to make a charitable donation,0.9573614086921006,I want to make a charitable donation,I want to set up a withdrawal,How do I make a trade?,1,1,8
i want to make charitable contributions from my ira account.,I want to make a charitable donation,I want to make a charitable donation,0.9765580470412575,I want to make a charitable donation,I need information about automatic investments,I have a question about my contributions,1,1,10
i want to make charitable gifts from my upcoming mrd,I want to make a charitable donation,I want to make a charitable donation,0.7750765348450024,I want to make a charitable donation,I have a question about RMD,I need to gift shares from my Fidelity account,1,1,10
i want to transfer my rmd in ira to a charitable organization. how do i do that?,I want to make a charitable donation,I want to make a charitable donation,0.8150298784399478,I want to make a charitable donation,I want to set up a transfer,I have a question about RMD,1,1,17
is there a minimum on qcd's?,I want to make a charitable donation,I want to make a charitable donation,0.6098713940844879,I want to make a charitable donation,Is there an account minimum?,What's the minimum to open a 529 account?,1,1,6
is there a way to make qualified charitable deductions directly from my ira to the charity?,I want to make a charitable donation,I want to make a charitable donation,0.9322860246083005,I want to make a charitable donation,Are my IRA contributions deductible?,How do I set up direct deposit?,1,1,16
looking for the qcd form,I want to make a charitable donation,I want to make a charitable donation,0.8419998957749403,I want to make a charitable donation,I want to get a form,When will I receive my tax form?,1,1,5
looking to do a charitable donation from my ira,I want to make a charitable donation,I want to make a charitable donation,0.9604981543885417,I want to make a charitable donation,I need to gift shares from my Fidelity account,Where can I view my account history?,1,1,9
make charitable contributions from ira,I want to make a charitable donation,I want to make a charitable donation,0.9581343448300902,I want to make a charitable donation,I over-contributed to my IRA. What should I do?,Can I still make contributions to my IRA if I am of retirement age?,1,1,5
making a donation of stock to non profit,I want to make a charitable donation,I want to make a charitable donation,0.881467551082692,I want to make a charitable donation,What is a business account?,I need to gift shares from my Fidelity account,1,1,8
my charitable giving account,I want to make a charitable donation,I want to make a charitable donation,0.7621091347305957,I want to make a charitable donation,How do I name an account?,I need to gift shares from my Fidelity account,1,1,4
no help. inquiring about direct transfers from ira to charity.,I want to make a charitable donation,I want to make a charitable donation,0.8055649296979035,I want to make a charitable donation,I want to set up a transfer,When will my funds be available?,1,1,10
qcd charitable distribution,I want to make a charitable donation,I want to make a charitable donation,0.8103683558531377,I want to make a charitable donation,Where is my mutual fund year-end information?,How can I invest my HSA?,1,1,3
qcd how do i make this happen,I want to make a charitable donation,I want to make a charitable donation,0.6923760930595516,I want to make a charitable donation,I need to know about my account positions,I have a question about Billpay,1,1,7
qualified charatible distribution form,I want to make a charitable donation,I want to make a charitable donation,0.859747788566238,I want to make a charitable donation,I want to get a form,Is this activity taxable?,1,1,4
qualified charitable distribution forms,I want to make a charitable donation,I want to make a charitable donation,0.8940709762310575,I want to make a charitable donation,When will I receive my tax form?,I want to get a form,1,1,4
qualifies chaitable distribution form,I want to make a charitable donation,I want to make a charitable donation,0.3783137848141911,I want to make a charitable donation,I want to get a form,When will I receive my tax form?,1,1,4
sidelines for donations for charitable gift fund,I want to make a charitable donation,I want to make a charitable donation,0.76865761648128,I want to make a charitable donation,I need to gift shares from my Fidelity account,What is a custodial account?,1,1,7
what do i need to take my qcd?,I want to make a charitable donation,I want to make a charitable donation,0.9556478971234169,I want to make a charitable donation,What tax form could I receive?,I want to contact you,1,1,8
what is a donor advice fund?,I want to make a charitable donation,How do I choose a good investment?,0.29943181813214664,How do I choose a good investment?,I have questions about professional money management from Fidelity,I want to make a charitable donation,1,0,6
what is a qcd?,I want to make a charitable donation,I want to make a charitable donation,0.7829086492102532,I want to make a charitable donation,What is an option?,What is a beneficiary?,1,1,4
what is the minimum amount for a qcd?,I want to make a charitable donation,I want to make a charitable donation,0.5599452136514214,I want to make a charitable donation,Is there an account minimum?,What's the minimum to open a 529 account?,1,1,8
what's a qcd?,I want to make a charitable donation,I want to make a charitable donation,0.7951305593382052,I want to make a charitable donation,What's the difference between an individual and custodial 529?,What is an option?,1,1,3
where can i find my fidelity charitable account,I want to make a charitable donation,I want to make a charitable donation,0.9365406849831776,I want to make a charitable donation,I can't find my account,When will I receive my tax form?,1,1,8
where do i make a qcd,I want to make a charitable donation,I want to make a charitable donation,0.9194744857232284,I want to make a charitable donation,How do I make a trade?,I need to know about my account positions,1,1,6
where is my ira qcd disbursement letter?,I want to make a charitable donation,I want to make a charitable donation,0.8945066667322571,I want to make a charitable donation,I need a copy of the pension award letter,Where can I view my account history?,1,1,7
where is the form to request a qcd,I want to make a charitable donation,I want to make a charitable donation,0.7682508873250461,I want to make a charitable donation,I want to get a form,When will I receive my tax form?,1,1,8
a check was supposed to have been cut and mailed on the 20th of december. i still have not rec'd it. can you help?,How do I get Fidelity to reissue a check that never arrived?,When will my funds be available?,0.2707925700471078,When will my funds be available?,How do I get Fidelity to reissue a check that never arrived?,Where can I view my account history?,1,0,24
and have not received the check????,How do I get Fidelity to reissue a check that never arrived?,How do I get Fidelity to reissue a check that never arrived?,0.4642677951499274,How do I get Fidelity to reissue a check that never arrived?,I have questions about checkwriting and checks,When will my funds be available?,1,1,6
apparently a check from my ira was sent to me on october 10th and i have not received it.,How do I get Fidelity to reissue a check that never arrived?,How do I get Fidelity to reissue a check that never arrived?,0.6275553150245854,How do I get Fidelity to reissue a check that never arrived?,Where can I view my account history?,I want to set up a withdrawal,1,1,19
check was sent to wrong address,How do I get Fidelity to reissue a check that never arrived?,I need to update my personal information,0.5483259135551188,I need to update my personal information,I have a question about Billpay,What is Fidelity's mailing address?,0,0,6
didn't receive check,How do I get Fidelity to reissue a check that never arrived?,How do I get Fidelity to reissue a check that never arrived?,0.5476460873388744,How do I get Fidelity to reissue a check that never arrived?,I have questions about checkwriting and checks,When will my funds be available?,1,1,3
has my check been mailed?,How do I get Fidelity to reissue a check that never arrived?,How do I get Fidelity to reissue a check that never arrived?,0.5916849811270657,How do I get Fidelity to reissue a check that never arrived?,When will my funds be available?,I want to track something I submitted to Fidelity,1,1,5
how do i get a distribution check,How do I get Fidelity to reissue a check that never arrived?,I want to set up a withdrawal,0.8441798622087812,I want to set up a withdrawal,How do I get Fidelity to reissue a check that never arrived?,Where can I view my account history?,1,0,7
i have not received the check mailed to me on 1/29/2019.,How do I get Fidelity to reissue a check that never arrived?,When will my funds be available?,0.48676517326132296,When will my funds be available?,How do I get Fidelity to reissue a check that never arrived?,I have questions about checkwriting and checks,1,0,11
i recently sent a payment to my son's school from his 529 but they have not received it.,How do I get Fidelity to reissue a check that never arrived?,I have a question about Billpay,0.4829234829843744,I have a question about Billpay,Where can I view my account history?,I want to set up a transfer,0,0,18
i was scheduled to have armd on feb 1. i have not received check yet. is there a problem?,How do I get Fidelity to reissue a check that never arrived?,When will my funds be available?,0.23589297421528785,When will my funds be available?,I have a question about Billpay,How do I get Fidelity to reissue a check that never arrived?,1,0,19
missing distribution,How do I get Fidelity to reissue a check that never arrived?,How do I get Fidelity to reissue a check that never arrived?,0.42272229094362446,How do I get Fidelity to reissue a check that never arrived?,I have a question about RMD,I want to set up a withdrawal,1,1,2
my check confirmation number n&pu2-msgl1- has not been delivered. what should i do next?,How do I get Fidelity to reissue a check that never arrived?,When will my funds be available?,0.4197450240202023,When will my funds be available?,Where can I view my account history?,What is my account number?,0,0,14
my check never got here,How do I get Fidelity to reissue a check that never arrived?,How do I get Fidelity to reissue a check that never arrived?,0.6515328872337924,How do I get Fidelity to reissue a check that never arrived?,When will my funds be available?,Where can I view my account history?,1,1,5
where is my check?,How do I get Fidelity to reissue a check that never arrived?,How do I get Fidelity to reissue a check that never arrived?,0.39163797219429164,How do I get Fidelity to reissue a check that never arrived?,I have questions about checkwriting and checks,When will my funds be available?,1,1,4
why didn't my check come yet?,How do I get Fidelity to reissue a check that never arrived?,How do I get Fidelity to reissue a check that never arrived?,0.45648997170600064,How do I get Fidelity to reissue a check that never arrived?,When will my funds be available?,Why didn't I receive a tax form?,1,1,6
how do i request a copy of a check received,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.757895188701769,I have questions about checkwriting and checks,I want to set up a withdrawal,Where can I view my account history?,1,1,10
who received check 1162,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.5426246123744162,I have questions about checkwriting and checks,How do I get Fidelity to reissue a check that never arrived?,Where can I view my account history?,1,1,4
a check i wrote against my account,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7815309585357391,I have questions about checkwriting and checks,Where can I view my account history?,I am worried about fraud on my account,1,1,7
add checking account feature to account,I have questions about checkwriting and checks,How do I connect a bank account to my Fidelity account?,0.6827998191391691,How do I connect a bank account to my Fidelity account?,I have questions about checkwriting and checks,What is a Fidelity® Cash Management Account (FCMA)?,1,0,6
already open but when will the check book arrived or mail to me,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.5306581548477273,I have questions about checkwriting and checks,When will my funds be available?,How do I get Fidelity to reissue a check that never arrived?,1,1,13
apply for check writing,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8666114387360611,I have questions about checkwriting and checks,Where can I view my account history?,I want to set up a deposit,1,1,4
begin writing checks from account,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7858024319291605,I have questions about checkwriting and checks,I want to set up a deposit,I need help deciding which account to open,1,1,5
can deposited checks be retrieved?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.576340326064518,I have questions about checkwriting and checks,I want to set up a deposit,When will my funds be available?,1,1,5
can i access copies of checks i've written?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.917353612925921,I have questions about checkwriting and checks,Where can I view my account history?,How can I receive a copy of my statement?,1,1,8
can i access the picture of a check that was deposited mobiley?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7656757431972494,I have questions about checkwriting and checks,I want to set up a deposit,Where can I view my account history?,1,1,12
can i add checkwriting to my account?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.936805729432259,I have questions about checkwriting and checks,How do I authorize someone on my account?,I want to set up a deposit,1,1,7
can i get copies of 2 fidelity checks that were paid to a charity from my ira? i have the check numbers.,I have questions about checkwriting and checks,Where can I view my account history?,0.30167920908864326,Where can I view my account history?,I have questions about checkwriting and checks,I want to make a charitable donation,1,0,22
can i see a history of my deposited checks,I have questions about checkwriting and checks,Where can I view my account history?,0.5388824943480977,Where can I view my account history?,I have questions about checkwriting and checks,When will my funds be available?,1,0,9
can i set up a standing reorder for checks and deposit slips,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9606285251278611,I have questions about checkwriting and checks,I want to set up a deposit,When will my funds be available?,1,1,12
can i sign up for checks online?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.6867166490992445,I have questions about checkwriting and checks,How do I register my new account?,I want to set up a withdrawal,1,1,7
can you provide copies of checks front and back paid to professional building services. checks 2015,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.6354550414699462,I have questions about checkwriting and checks,Where can I view my account history?,How can I receive a copy of my statement?,1,1,16
can you send me checks to use,I have questions about checkwriting and checks,I want to set up a withdrawal,0.32271219234070325,I want to set up a withdrawal,I have questions about checkwriting and checks,I want to set up a deposit,1,0,7
can you stop my check request?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.4243841027254939,I have questions about checkwriting and checks,I want to set up a withdrawal,How do I get Fidelity to reissue a check that never arrived?,1,1,6
check copy,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7900168713195482,I have questions about checkwriting and checks,When will I receive my tax form?,How can I receive a copy of my statement?,1,1,2
check writing on cash management account,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7833581868854216,I have questions about checkwriting and checks,What is a Fidelity® Cash Management Account (FCMA)?,I want to set up a deposit,1,1,6
could i have a phone number for help in ordering checks?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.4941275950794432,I have questions about checkwriting and checks,I want to contact you,How do I choose a good investment?,1,1,11
do i have to have checkwriting to order checks?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8697751862954476,I have questions about checkwriting and checks,I want to track something I submitted to Fidelity,What type of account do I have?,1,1,9
do you have checking services available,I have questions about checkwriting and checks,What are Fidelity's hours?,0.17253491251535363,What are Fidelity's hours?,I want to contact you,What type of account do I have?,0,0,6
enable checkwriting on my accuont,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8823749767417274,I have questions about checkwriting and checks,I want to track something I submitted to Fidelity,I am having trouble with a Fidelity website or app,1,1,5
get a check,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.38250697180326604,I have questions about checkwriting and checks,I want to set up a withdrawal,I want to set up a deposit,1,1,3
get deposit slips,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8065747483185497,I have questions about checkwriting and checks,I want to set up a deposit,How do I set up direct deposit?,1,1,3
get new checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8471927548082797,I have questions about checkwriting and checks,I want to set up a withdrawal,Why is my landing page different?,1,1,3
how can i order a checkbook,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9119541522112558,I have questions about checkwriting and checks,How do I open an account?,How can I update or cancel my order?,1,1,6
how can i order a personal check book?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9665347201025544,I have questions about checkwriting and checks,I want to set up a deposit,I have a question about my contributions,1,1,8
how can i view a check image drawn on my account,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9220306833304607,I have questions about checkwriting and checks,I want to set up a withdrawal,Where can I view my account history?,1,1,11
how can i view a copy of check i wrote on one of our accounts?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8745677183205716,I have questions about checkwriting and checks,Where can I view my account history?,I have questions about Full View®,1,1,15
how can i view an image of a check written from my account?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8875787590527839,I have questions about checkwriting and checks,Where can I view my account history?,I have questions about Full View®,1,1,13
how do i cancel my check request?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7237845646243364,I have questions about checkwriting and checks,I want to set up a withdrawal,How do I get Fidelity to reissue a check that never arrived?,1,1,7
how do i order more checks for checking account?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9047835081136227,I have questions about checkwriting and checks,How do I connect a bank account to my Fidelity account?,How do I open an account?,1,1,9
how do i order new checks for my checking acount,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9392424657949747,I have questions about checkwriting and checks,How do I connect a bank account to my Fidelity account?,I want to set up a transfer,1,1,10
how do i place a stop payment on a check written from our wros account,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9118382122930804,I have questions about checkwriting and checks,Where can I view my account history?,I have a question about Billpay,1,1,15
how do i reorder checks?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.889446621377939,I have questions about checkwriting and checks,I have a question about Billpay,I want to reopen my account,1,1,5
how do i sign up for checks?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.5851917697054257,I have questions about checkwriting and checks,I want to set up a deposit,How do I enroll in my 401(k) or 403(b) account?,1,1,7
how do i sign up to receive checks?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8525031774412585,I have questions about checkwriting and checks,I want to set up a withdrawal,I want to set up a deposit,1,1,8
how do i view a check i wrote,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8157114215254925,I have questions about checkwriting and checks,Where can I view my account history?,I have questions about Full View®,1,1,8
how do i view an image of a check i've deposited,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.915690450023192,I have questions about checkwriting and checks,Where can I view my account history?,I have questions about Full View®,1,1,11
how do i view checks that have been written,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.6181252554166509,I have questions about checkwriting and checks,Where can I view my account history?,How many checks can I write per year on my IRA?,1,1,9
how long are checks valid,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7405429203352183,I have questions about checkwriting and checks,When will my funds be available?,I have a question about Billpay,1,1,5
how to stop a payment?,I have questions about checkwriting and checks,I have a question about Billpay,0.8917855794812225,I have a question about Billpay,I have questions about checkwriting and checks,I have a question about automatic transfers,1,0,5
i am a wealth management client and misplaced your number. i am looking to order new checks.,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8925295015735328,I have questions about checkwriting and checks,I have a question about a Fidelity debit or credit card,I want to contact an advisor,1,1,17
i am looking for the deposit slip on your website,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7110832379942812,I have questions about checkwriting and checks,I am having trouble with a Fidelity website or app,When will I receive my tax form?,1,1,10
i am trying to order checks for my cash management account but it is not letting me do so.,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8892544344306661,I have questions about checkwriting and checks,I am having trouble with a Fidelity website or app,Why do I get an error when I trade?,1,1,19
i have a question about adding check writing to one of my accounts.,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8313836528968817,I have questions about checkwriting and checks,I want to set up a deposit,How do I view pending bank information?,1,1,13
i have a returned check but i can't find it online,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7300817092588019,I have questions about checkwriting and checks,When will my funds be available?,I can't find my account,1,1,11
i have lost my checkbook.,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8367956730763758,I have questions about checkwriting and checks,I am having trouble logging in,I can't find my account,1,1,5
i need checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.6640856259665113,I have questions about checkwriting and checks,I want to set up a withdrawal,When will my funds be available?,1,1,3
i need copies of checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8708035096369997,I have questions about checkwriting and checks,How can I receive a copy of my statement?,Where can I view my account history?,1,1,5
i need to reorder checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8782473564873678,I have questions about checkwriting and checks,How do I get Fidelity to reissue a check that never arrived?,I am having trouble logging in,1,1,5
i need to see an image of a deposited check,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9548769311948173,I have questions about checkwriting and checks,I want to set up a deposit,Where can I view my account history?,1,1,10
i need to setup checkwriting,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8036412597637732,I have questions about checkwriting and checks,I have a question about automatic transfers,How do I open an account?,1,1,5
i need to verify funds for a check,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7210522692261223,I have questions about checkwriting and checks,I need an asset verification letter,Where can I view my account history?,1,1,8
i thought i was mailed a checkbook for my cash management account ending in 2887. didn't receive it.,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.39095812293730836,I have questions about checkwriting and checks,When will my funds be available?,How do I get Fidelity to reissue a check that never arrived?,1,1,18
i want to order checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9539556369614659,I have questions about checkwriting and checks,How can I update or cancel my order?,I want to set up a withdrawal,1,1,5
i would like to order checks for my account?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9593675258153856,I have questions about checkwriting and checks,I want to set up a withdrawal,I want to set up a deposit,1,1,9
i would like to order checks for my checking account,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8962563312963898,I have questions about checkwriting and checks,How do I connect a bank account to my Fidelity account?,I want to make changes to my bank information,1,1,10
"i wrote a check that was a mistake.  payee offered to return or shred, but how do i remove from the system?",I have questions about checkwriting and checks,I have a question about Billpay,0.5673976803971502,I have a question about Billpay,I have questions about checkwriting and checks,I want to set up a withdrawal,1,0,23
i'd like to see an image of my deposited check,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9327339157421344,I have questions about checkwriting and checks,Where can I view my account history?,I need to know about my account positions,1,1,10
i've run out of checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.4862672215279266,I have questions about checkwriting and checks,I want to set up a withdrawal,I have questions about professional money management from Fidelity,1,1,5
i've run out of checks. how can i get more,I have questions about checkwriting and checks,I want to set up a withdrawal,0.43251006419134314,I want to set up a withdrawal,I have questions about checkwriting and checks,How much can I withdraw from my account?,1,0,10
image of check,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9161768918369989,I have questions about checkwriting and checks,I have a question about my contributions,How do I get Fidelity to reissue a check that never arrived?,1,1,3
my check got lost in the mail how do i stop it?,I have questions about checkwriting and checks,I want to update my eDelivery preferences,0.2562044879907968,I want to update my eDelivery preferences,I have questions about checkwriting and checks,How do I get Fidelity to reissue a check that never arrived?,1,0,12
need more checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7019171587031242,I have questions about checkwriting and checks,I want to set up a withdrawal,Where can I view my account history?,1,1,3
"now that i have changed my maiden name to my married name, i want to get my checking account established.",I have questions about checkwriting and checks,I need to change my name,0.7613881539359217,I need to change my name,I want to make changes to my bank information,I can't find my account,0,0,20
order checks for utma account,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.751091030752212,I have questions about checkwriting and checks,What is a custodial account?,How do I transfer a custodial account to the minor?,1,1,5
order cheques,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7642465781013578,I have questions about checkwriting and checks,How can I update or cancel my order?,When will my trade fill?,1,1,2
order new checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9250148646847384,I have questions about checkwriting and checks,I have a question about a Fidelity debit or credit card,I want to set up a deposit,1,1,3
order new checks for cash management account,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8874566567778762,I have questions about checkwriting and checks,I want to set up a deposit,I have a question about a Fidelity debit or credit card,1,1,7
order personal checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8070777076718864,I have questions about checkwriting and checks,I want to set up a deposit,Can I view my personal accounts with my retirement plan?,1,1,3
order replacement cheques,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7001401693737846,I have questions about checkwriting and checks,How do I get Fidelity to reissue a check that never arrived?,I have a question about a Fidelity debit or credit card,1,1,3
requesting checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.5407215531519061,I have questions about checkwriting and checks,I want to set up a withdrawal,How do I get Fidelity to reissue a check that never arrived?,1,1,2
see a check i wrote from my account,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.63811516396374,I have questions about checkwriting and checks,Where can I view my account history?,I want to set up a withdrawal,1,1,8
stop a book of checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9288006878459942,I have questions about checkwriting and checks,I have a question about my contributions,Do you have depth of book quotes?,1,1,5
stop a check,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8762982993198386,I have questions about checkwriting and checks,I have a question about my contributions,How do I get Fidelity to reissue a check that never arrived?,1,1,3
verify check,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.7044885346805024,I have questions about checkwriting and checks,Where can I view my account history?,How do I get Fidelity to reissue a check that never arrived?,1,1,2
view my deposited check,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8111163504106893,I have questions about checkwriting and checks,Where can I view my account history?,I want to set up a deposit,1,1,4
want to see both side of a check i wrote from my checking account.   how do i do that?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.5591371733465631,I have questions about checkwriting and checks,I want to set up a withdrawal,Where can I view my account history?,1,1,21
what are the steps to add checkwriting?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8818874543057795,I have questions about checkwriting and checks,What are the next steps for setting up Goal Booster?,I am having trouble with a Fidelity website or app,1,1,7
where are deposited check images located on my account,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8897050518472679,I have questions about checkwriting and checks,I want to set up a deposit,I am having trouble with a Fidelity website or app,1,1,9
where can i find images of my deposited checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9455752104633507,I have questions about checkwriting and checks,Where can I view my account history?,When will my funds be available?,1,1,9
where can i find the image of a deposited check?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9282060002300168,I have questions about checkwriting and checks,Where can I view my account history?,When will my funds be available?,1,1,10
where can i view deposited check images,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.9516704834147038,I have questions about checkwriting and checks,Where can I view my account history?,I want to set up a deposit,1,1,7
where do go for ordering checks for both my accounts,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8490204975603951,I have questions about checkwriting and checks,I have a question about my contributions,What is Fidelity's mailing address?,1,1,10
where do i find an image of my check deposit,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8874336143719241,I have questions about checkwriting and checks,I want to set up a deposit,Where can I view my account history?,1,1,10
where do i find the info to order checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8966532308990214,I have questions about checkwriting and checks,Where can I view my account history?,What is Fidelity's mailing address?,1,1,9
where i can find my deposited checks,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8029618765586348,I have questions about checkwriting and checks,I want to set up a deposit,Where can I view my account history?,1,1,7
